BID;Ask;spread;datetime;timestamp
1.09039;1.09039;0.00000;2023.04.04 00:22;1680567743
1.09043;1.09043;0.00000;2023.04.04 00:22;1680567754
1.09048;1.09048;0.00000;2023.04.04 00:22;1680567765
1.09046;1.09046;0.00000;2023.04.04 00:22;1680567776
1.09043;1.09043;0.00000;2023.04.04 00:23;1680567787
1.09041;1.09041;0.00000;2023.04.04 00:23;1680567798
1.09042;1.09042;0.00000;2023.04.04 00:23;1680567809
1.09043;1.09043;0.00000;2023.04.04 00:23;1680567820
1.09044;1.09044;0.00000;2023.04.04 00:23;1680567831
1.09041;1.09041;0.00000;2023.04.04 00:24;1680567842
1.09037;1.09037;0.00000;2023.04.04 00:24;1680567853
1.09039;1.09039;0.00000;2023.04.04 00:25;1680567912
1.09038;1.09038;0.00000;2023.04.04 00:25;1680567925
1.09037;1.09037;0.00000;2023.04.04 00:25;1680567937
1.09035;1.09035;0.00000;2023.04.04 00:25;1680567950
1.09038;1.09038;0.00000;2023.04.04 00:26;1680567962
1.09041;1.09041;0.00000;2023.04.04 00:26;1680567975
1.09035;1.09035;0.00000;2023.04.04 00:26;1680567987
1.09029;1.09029;0.00000;2023.04.04 00:26;1680568000
1.09031;1.09031;0.00000;2023.04.04 00:26;1680568012
1.09032;1.09032;0.00000;2023.04.04 00:27;1680568025
1.09026;1.09026;0.00000;2023.04.04 00:27;1680568037
1.09020;1.09020;0.00000;2023.04.04 00:27;1680568050
1.09022;1.09022;0.00000;2023.04.04 00:27;1680568062
1.09023;1.09023;0.00000;2023.04.04 00:27;1680568075
1.09016;1.09016;0.00000;2023.04.04 00:28;1680568087
1.09008;1.09008;0.00000;2023.04.04 00:28;1680568100
1.09011;1.09011;0.00000;2023.04.04 00:28;1680568112
1.09014;1.09014;0.00000;2023.04.04 00:28;1680568125
1.09013;1.09013;0.00000;2023.04.04 00:28;1680568137
1.09011;1.09011;0.00000;2023.04.04 00:29;1680568150
1.09016;1.09016;0.00000;2023.04.04 00:29;1680568162
1.09025;1.09025;0.00000;2023.04.04 00:29;1680568164
1.09025;1.09025;0.00000;2023.04.04 00:30;1680568200
1.09026;1.09026;0.00000;2023.04.04 00:30;1680568202
1.09027;1.09027;0.00000;2023.04.04 00:30;1680568205
1.09028;1.09028;0.00000;2023.04.04 00:30;1680568208
1.09029;1.09029;0.00000;2023.04.04 00:30;1680568211
1.09030;1.09030;0.00000;2023.04.04 00:30;1680568213
1.09031;1.09031;0.00000;2023.04.04 00:30;1680568216
1.09032;1.09032;0.00000;2023.04.04 00:30;1680568219
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568222
1.09034;1.09034;0.00000;2023.04.04 00:30;1680568225
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568227
1.09034;1.09034;0.00000;2023.04.04 00:30;1680568230
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568233
1.09034;1.09034;0.00000;2023.04.04 00:30;1680568236
1.09032;1.09032;0.00000;2023.04.04 00:30;1680568238
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568241
1.09032;1.09032;0.00000;2023.04.04 00:30;1680568244
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568247
1.09032;1.09032;0.00000;2023.04.04 00:30;1680568250
1.09033;1.09033;0.00000;2023.04.04 00:30;1680568252
1.09032;1.09032;0.00000;2023.04.04 00:30;1680568255
1.09034;1.09034;0.00000;2023.04.04 00:30;1680568257
1.09033;1.09033;0.00000;2023.04.04 00:31;1680568260
1.09035;1.09035;0.00000;2023.04.04 00:31;1680568262
1.09034;1.09034;0.00000;2023.04.04 00:31;1680568265
1.09035;1.09035;0.00000;2023.04.04 00:31;1680568270
1.09036;1.09036;0.00000;2023.04.04 00:31;1680568275
1.09035;1.09035;0.00000;2023.04.04 00:31;1680568277
1.09034;1.09034;0.00000;2023.04.04 00:31;1680568280
1.09033;1.09033;0.00000;2023.04.04 00:31;1680568283
1.09032;1.09032;0.00000;2023.04.04 00:31;1680568286
1.09031;1.09031;0.00000;2023.04.04 00:31;1680568288
1.09030;1.09030;0.00000;2023.04.04 00:31;1680568291
1.09029;1.09029;0.00000;2023.04.04 00:31;1680568294
1.09028;1.09028;0.00000;2023.04.04 00:31;1680568297
1.09027;1.09027;0.00000;2023.04.04 00:31;1680568300
1.09028;1.09028;0.00000;2023.04.04 00:31;1680568302
1.09027;1.09027;0.00000;2023.04.04 00:31;1680568305
1.09028;1.09028;0.00000;2023.04.04 00:31;1680568307
1.09027;1.09027;0.00000;2023.04.04 00:31;1680568310
1.09029;1.09029;0.00000;2023.04.04 00:31;1680568312
1.09028;1.09028;0.00000;2023.04.04 00:31;1680568315
1.09029;1.09029;0.00000;2023.04.04 00:31;1680568317
1.09028;1.09028;0.00000;2023.04.04 00:32;1680568320
1.09029;1.09029;0.00000;2023.04.04 00:32;1680568325
1.09028;1.09028;0.00000;2023.04.04 00:32;1680568327
1.09027;1.09027;0.00000;2023.04.04 00:32;1680568330
1.09026;1.09026;0.00000;2023.04.04 00:32;1680568333
1.09025;1.09025;0.00000;2023.04.04 00:32;1680568338
1.09024;1.09024;0.00000;2023.04.04 00:32;1680568341
1.09023;1.09023;0.00000;2023.04.04 00:32;1680568344
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568347
1.09021;1.09021;0.00000;2023.04.04 00:32;1680568350
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568352
1.09021;1.09021;0.00000;2023.04.04 00:32;1680568355
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568358
1.09021;1.09021;0.00000;2023.04.04 00:32;1680568361
1.09023;1.09023;0.00000;2023.04.04 00:32;1680568363
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568366
1.09023;1.09023;0.00000;2023.04.04 00:32;1680568369
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568372
1.09023;1.09023;0.00000;2023.04.04 00:32;1680568375
1.09022;1.09022;0.00000;2023.04.04 00:32;1680568377
1.09021;1.09021;0.00000;2023.04.04 00:33;1680568380
1.09020;1.09020;0.00000;2023.04.04 00:33;1680568382
1.09019;1.09019;0.00000;2023.04.04 00:33;1680568385
1.09018;1.09018;0.00000;2023.04.04 00:33;1680568387
1.09016;1.09016;0.00000;2023.04.04 00:33;1680568390
1.09015;1.09015;0.00000;2023.04.04 00:33;1680568392
1.09014;1.09014;0.00000;2023.04.04 00:33;1680568395
1.09013;1.09013;0.00000;2023.04.04 00:33;1680568397
1.09012;1.09012;0.00000;2023.04.04 00:33;1680568400
1.09013;1.09013;0.00000;2023.04.04 00:33;1680568402
1.09012;1.09012;0.00000;2023.04.04 00:33;1680568405
1.09014;1.09014;0.00000;2023.04.04 00:33;1680568408
1.09013;1.09013;0.00000;2023.04.04 00:33;1680568411
1.09015;1.09015;0.00000;2023.04.04 00:33;1680568413
1.09014;1.09014;0.00000;2023.04.04 00:33;1680568416
1.09016;1.09016;0.00000;2023.04.04 00:33;1680568419
1.09015;1.09015;0.00000;2023.04.04 00:33;1680568422
1.09016;1.09016;0.00000;2023.04.04 00:33;1680568425
1.09015;1.09015;0.00000;2023.04.04 00:33;1680568427
1.09016;1.09016;0.00000;2023.04.04 00:33;1680568430
1.09015;1.09015;0.00000;2023.04.04 00:33;1680568432
1.09016;1.09016;0.00000;2023.04.04 00:33;1680568435
1.09014;1.09014;0.00000;2023.04.04 00:33;1680568437
1.09015;1.09015;0.00000;2023.04.04 00:34;1680568440
1.09014;1.09014;0.00000;2023.04.04 00:34;1680568442
1.09015;1.09015;0.00000;2023.04.04 00:34;1680568445
1.09014;1.09014;0.00000;2023.04.04 00:34;1680568450
1.09015;1.09015;0.00000;2023.04.04 00:34;1680568452
1.09016;1.09016;0.00000;2023.04.04 00:34;1680568458
1.09017;1.09017;0.00000;2023.04.04 00:34;1680568461
1.09018;1.09018;0.00000;2023.04.04 00:34;1680568463
1.09019;1.09019;0.00000;2023.04.04 00:34;1680568469
1.09020;1.09020;0.00000;2023.04.04 00:34;1680568472
1.09018;1.09018;0.00000;2023.04.04 00:34;1680568473
1.09015;1.09015;0.00000;2023.04.04 00:35;1680568500
1.09014;1.09014;0.00000;2023.04.04 00:35;1680568506
1.09013;1.09013;0.00000;2023.04.04 00:35;1680568513
1.09012;1.09012;0.00000;2023.04.04 00:35;1680568519
1.09011;1.09011;0.00000;2023.04.04 00:35;1680568526
1.09010;1.09010;0.00000;2023.04.04 00:35;1680568533
1.09011;1.09011;0.00000;2023.04.04 00:35;1680568538
1.09010;1.09010;0.00000;2023.04.04 00:35;1680568544
1.09011;1.09011;0.00000;2023.04.04 00:35;1680568549
1.09010;1.09010;0.00000;2023.04.04 00:35;1680568555
1.09011;1.09011;0.00000;2023.04.04 00:36;1680568566
1.09010;1.09010;0.00000;2023.04.04 00:36;1680568577
1.09009;1.09009;0.00000;2023.04.04 00:36;1680568582
1.09008;1.09008;0.00000;2023.04.04 00:36;1680568593
1.09007;1.09007;0.00000;2023.04.04 00:36;1680568599
1.09008;1.09008;0.00000;2023.04.04 00:36;1680568604
1.09007;1.09007;0.00000;2023.04.04 00:36;1680568610
1.09008;1.09008;0.00000;2023.04.04 00:36;1680568615
1.09007;1.09007;0.00000;2023.04.04 00:37;1680568621
1.09008;1.09008;0.00000;2023.04.04 00:37;1680568632
1.09007;1.09007;0.00000;2023.04.04 00:37;1680568637
1.09006;1.09006;0.00000;2023.04.04 00:37;1680568643
1.09005;1.09005;0.00000;2023.04.04 00:37;1680568648
1.09004;1.09004;0.00000;2023.04.04 00:37;1680568654
1.09003;1.09003;0.00000;2023.04.04 00:37;1680568659
1.09002;1.09002;0.00000;2023.04.04 00:37;1680568665
1.09003;1.09003;0.00000;2023.04.04 00:37;1680568670
1.09002;1.09002;0.00000;2023.04.04 00:37;1680568676
1.09004;1.09004;0.00000;2023.04.04 00:38;1680568681
1.09003;1.09003;0.00000;2023.04.04 00:38;1680568687
1.09004;1.09004;0.00000;2023.04.04 00:38;1680568698
1.09003;1.09003;0.00000;2023.04.04 00:38;1680568703
1.09004;1.09004;0.00000;2023.04.04 00:38;1680568709
1.09003;1.09003;0.00000;2023.04.04 00:38;1680568714
1.09004;1.09004;0.00000;2023.04.04 00:38;1680568720
1.09003;1.09003;0.00000;2023.04.04 00:38;1680568731
1.09004;1.09004;0.00000;2023.04.04 00:39;1680568742
1.09005;1.09005;0.00000;2023.04.04 00:39;1680568747
1.09006;1.09006;0.00000;2023.04.04 00:39;1680568758
1.09004;1.09004;0.00000;2023.04.04 00:39;1680568759
1.09003;1.09003;0.00000;2023.04.04 00:40;1680568800
1.09005;1.09005;0.00000;2023.04.04 00:40;1680568816
1.09006;1.09006;0.00000;2023.04.04 00:40;1680568833
1.09005;1.09005;0.00000;2023.04.04 00:40;1680568844
1.09006;1.09006;0.00000;2023.04.04 00:40;1680568855
1.09005;1.09005;0.00000;2023.04.04 00:41;1680568866
1.09006;1.09006;0.00000;2023.04.04 00:41;1680568877
1.09005;1.09005;0.00000;2023.04.04 00:41;1680568888
1.09006;1.09006;0.00000;2023.04.04 00:41;1680568899
1.09005;1.09005;0.00000;2023.04.04 00:41;1680568910
1.09006;1.09006;0.00000;2023.04.04 00:42;1680568921
1.09005;1.09005;0.00000;2023.04.04 00:42;1680568932
1.09006;1.09006;0.00000;2023.04.04 00:42;1680568948
1.09005;1.09005;0.00000;2023.04.04 00:42;1680568965
1.09004;1.09004;0.00000;2023.04.04 00:43;1680568987
1.09003;1.09003;0.00000;2023.04.04 00:43;1680568998
1.09004;1.09004;0.00000;2023.04.04 00:43;1680569009
1.09003;1.09003;0.00000;2023.04.04 00:43;1680569020
1.09004;1.09004;0.00000;2023.04.04 00:43;1680569031
1.09003;1.09003;0.00000;2023.04.04 00:44;1680569053
1.09002;1.09002;0.00000;2023.04.04 00:44;1680569055
1.09004;1.09004;0.00000;2023.04.04 00:45;1680569100
1.09003;1.09003;0.00000;2023.04.04 00:45;1680569111
1.09001;1.09001;0.00000;2023.04.04 00:45;1680569122
1.09000;1.09000;0.00000;2023.04.04 00:45;1680569133
1.09001;1.09001;0.00000;2023.04.04 00:45;1680569141
1.09000;1.09000;0.00000;2023.04.04 00:45;1680569149
1.09001;1.09001;0.00000;2023.04.04 00:46;1680569174
1.09000;1.09000;0.00000;2023.04.04 00:46;1680569190
1.08999;1.08999;0.00000;2023.04.04 00:46;1680569199
1.09001;1.09001;0.00000;2023.04.04 00:46;1680569210
1.09002;1.09002;0.00000;2023.04.04 00:47;1680569221
1.09004;1.09004;0.00000;2023.04.04 00:47;1680569232
1.09003;1.09003;0.00000;2023.04.04 00:47;1680569240
1.09004;1.09004;0.00000;2023.04.04 00:47;1680569248
1.09003;1.09003;0.00000;2023.04.04 00:47;1680569265
1.09004;1.09004;0.00000;2023.04.04 00:47;1680569273
1.09006;1.09006;0.00000;2023.04.04 00:48;1680569281
1.09007;1.09007;0.00000;2023.04.04 00:48;1680569289
1.09008;1.09008;0.00000;2023.04.04 00:48;1680569298
1.09007;1.09007;0.00000;2023.04.04 00:48;1680569309
1.09008;1.09008;0.00000;2023.04.04 00:48;1680569320
1.09007;1.09007;0.00000;2023.04.04 00:48;1680569331
1.09008;1.09008;0.00000;2023.04.04 00:48;1680569339
1.09009;1.09009;0.00000;2023.04.04 00:49;1680569347
1.09010;1.09010;0.00000;2023.04.04 00:49;1680569355
1.09011;1.09011;0.00000;2023.04.04 00:49;1680569356
1.09010;1.09010;0.00000;2023.04.04 00:50;1680569400
1.09013;1.09013;0.00000;2023.04.04 00:50;1680569412
1.09015;1.09015;0.00000;2023.04.04 00:50;1680569437
1.09014;1.09014;0.00000;2023.04.04 00:50;1680569450
1.09015;1.09015;0.00000;2023.04.04 00:51;1680569462
1.09016;1.09016;0.00000;2023.04.04 00:51;1680569475
1.09015;1.09015;0.00000;2023.04.04 00:51;1680569483
1.09013;1.09013;0.00000;2023.04.04 00:51;1680569491
1.09012;1.09012;0.00000;2023.04.04 00:51;1680569500
1.09013;1.09013;0.00000;2023.04.04 00:52;1680569525
1.09012;1.09012;0.00000;2023.04.04 00:52;1680569537
1.09010;1.09010;0.00000;2023.04.04 00:52;1680569550
1.09011;1.09011;0.00000;2023.04.04 00:52;1680569575
1.09009;1.09009;0.00000;2023.04.04 00:53;1680569583
1.09008;1.09008;0.00000;2023.04.04 00:53;1680569591
1.09006;1.09006;0.00000;2023.04.04 00:53;1680569600
1.09007;1.09007;0.00000;2023.04.04 00:53;1680569612
1.09008;1.09008;0.00000;2023.04.04 00:53;1680569637
1.09007;1.09007;0.00000;2023.04.04 00:54;1680569650
1.09009;1.09009;0.00000;2023.04.04 00:54;1680569663
1.09007;1.09007;0.00000;2023.04.04 00:55;1680569700
1.09008;1.09008;0.00000;2023.04.04 00:55;1680569706
1.09007;1.09007;0.00000;2023.04.04 00:55;1680569712
1.09008;1.09008;0.00000;2023.04.04 00:55;1680569725
1.09007;1.09007;0.00000;2023.04.04 00:55;1680569731
1.09008;1.09008;0.00000;2023.04.04 00:55;1680569737
1.09007;1.09007;0.00000;2023.04.04 00:55;1680569750
1.09008;1.09008;0.00000;2023.04.04 00:56;1680569762
1.09009;1.09009;0.00000;2023.04.04 00:56;1680569775
1.09008;1.09008;0.00000;2023.04.04 00:56;1680569781
1.09007;1.09007;0.00000;2023.04.04 00:56;1680569787
1.09006;1.09006;0.00000;2023.04.04 00:56;1680569793
1.09005;1.09005;0.00000;2023.04.04 00:56;1680569800
1.09006;1.09006;0.00000;2023.04.04 00:56;1680569806
1.09005;1.09005;0.00000;2023.04.04 00:56;1680569812
1.09006;1.09006;0.00000;2023.04.04 00:57;1680569825
1.09005;1.09005;0.00000;2023.04.04 00:57;1680569831
1.09004;1.09004;0.00000;2023.04.04 00:57;1680569837
1.09003;1.09003;0.00000;2023.04.04 00:57;1680569843
1.09002;1.09002;0.00000;2023.04.04 00:57;1680569850
1.09003;1.09003;0.00000;2023.04.04 00:57;1680569856
1.09002;1.09002;0.00000;2023.04.04 00:57;1680569862
1.09003;1.09003;0.00000;2023.04.04 00:57;1680569875
1.09002;1.09002;0.00000;2023.04.04 00:58;1680569881
1.09001;1.09001;0.00000;2023.04.04 00:58;1680569887
1.08999;1.08999;0.00000;2023.04.04 00:58;1680569893
1.08998;1.08998;0.00000;2023.04.04 00:58;1680569900
1.08999;1.08999;0.00000;2023.04.04 00:58;1680569912
1.09000;1.09000;0.00000;2023.04.04 00:58;1680569925
1.08999;1.08999;0.00000;2023.04.04 00:58;1680569931
1.09000;1.09000;0.00000;2023.04.04 00:58;1680569937
1.08999;1.08999;0.00000;2023.04.04 00:59;1680569950
1.09000;1.09000;0.00000;2023.04.04 00:59;1680569956
1.09001;1.09001;0.00000;2023.04.04 00:59;1680569968
1.09006;1.09006;0.00000;2023.04.04 00:59;1680569970
1.08998;1.08998;0.00000;2023.04.04 01:00;1680570000
1.09000;1.09000;0.00000;2023.04.04 01:00;1680570002
1.09001;1.09001;0.00000;2023.04.04 01:00;1680570004
1.09003;1.09003;0.00000;2023.04.04 01:00;1680570007
1.09004;1.09004;0.00000;2023.04.04 01:00;1680570009
1.09006;1.09006;0.00000;2023.04.04 01:00;1680570011
1.09007;1.09007;0.00000;2023.04.04 01:00;1680570014
1.09009;1.09009;0.00000;2023.04.04 01:00;1680570016
1.09010;1.09010;0.00000;2023.04.04 01:00;1680570018
1.09012;1.09012;0.00000;2023.04.04 01:00;1680570021
1.09013;1.09013;0.00000;2023.04.04 01:00;1680570023
1.09015;1.09015;0.00000;2023.04.04 01:00;1680570025
1.09016;1.09016;0.00000;2023.04.04 01:00;1680570028
1.09018;1.09018;0.00000;2023.04.04 01:00;1680570030
1.09019;1.09019;0.00000;2023.04.04 01:00;1680570033
1.09018;1.09018;0.00000;2023.04.04 01:00;1680570035
1.09019;1.09019;0.00000;2023.04.04 01:00;1680570037
1.09018;1.09018;0.00000;2023.04.04 01:00;1680570041
1.09017;1.09017;0.00000;2023.04.04 01:00;1680570044
1.09018;1.09018;0.00000;2023.04.04 01:00;1680570046
1.09017;1.09017;0.00000;2023.04.04 01:00;1680570050
1.09016;1.09016;0.00000;2023.04.04 01:00;1680570052
1.09017;1.09017;0.00000;2023.04.04 01:00;1680570055
1.09016;1.09016;0.00000;2023.04.04 01:00;1680570059
1.09015;1.09015;0.00000;2023.04.04 01:01;1680570061
1.09016;1.09016;0.00000;2023.04.04 01:01;1680570063
1.09015;1.09015;0.00000;2023.04.04 01:01;1680570066
1.09016;1.09016;0.00000;2023.04.04 01:01;1680570068
1.09017;1.09017;0.00000;2023.04.04 01:01;1680570070
1.09018;1.09018;0.00000;2023.04.04 01:01;1680570072
1.09019;1.09019;0.00000;2023.04.04 01:01;1680570074
1.09020;1.09020;0.00000;2023.04.04 01:01;1680570077
1.09021;1.09021;0.00000;2023.04.04 01:01;1680570079
1.09022;1.09022;0.00000;2023.04.04 01:01;1680570081
1.09024;1.09024;0.00000;2023.04.04 01:01;1680570083
1.09025;1.09025;0.00000;2023.04.04 01:01;1680570085
1.09026;1.09026;0.00000;2023.04.04 01:01;1680570088
1.09027;1.09027;0.00000;2023.04.04 01:01;1680570090
1.09028;1.09028;0.00000;2023.04.04 01:01;1680570092
1.09029;1.09029;0.00000;2023.04.04 01:01;1680570094
1.09030;1.09030;0.00000;2023.04.04 01:01;1680570096
1.09031;1.09031;0.00000;2023.04.04 01:01;1680570099
1.09030;1.09030;0.00000;2023.04.04 01:01;1680570101
1.09031;1.09031;0.00000;2023.04.04 01:01;1680570103
1.09030;1.09030;0.00000;2023.04.04 01:01;1680570107
1.09029;1.09029;0.00000;2023.04.04 01:01;1680570110
1.09030;1.09030;0.00000;2023.04.04 01:01;1680570112
1.09029;1.09029;0.00000;2023.04.04 01:01;1680570116
1.09028;1.09028;0.00000;2023.04.04 01:01;1680570118
1.09029;1.09029;0.00000;2023.04.04 01:02;1680570121
1.09028;1.09028;0.00000;2023.04.04 01:02;1680570125
1.09027;1.09027;0.00000;2023.04.04 01:02;1680570127
1.09028;1.09028;0.00000;2023.04.04 01:02;1680570129
1.09027;1.09027;0.00000;2023.04.04 01:02;1680570132
1.09028;1.09028;0.00000;2023.04.04 01:02;1680570134
1.09029;1.09029;0.00000;2023.04.04 01:02;1680570136
1.09030;1.09030;0.00000;2023.04.04 01:02;1680570138
1.09032;1.09032;0.00000;2023.04.04 01:02;1680570140
1.09033;1.09033;0.00000;2023.04.04 01:02;1680570143
1.09034;1.09034;0.00000;2023.04.04 01:02;1680570145
1.09035;1.09035;0.00000;2023.04.04 01:02;1680570147
1.09036;1.09036;0.00000;2023.04.04 01:02;1680570149
1.09037;1.09037;0.00000;2023.04.04 01:02;1680570151
1.09038;1.09038;0.00000;2023.04.04 01:02;1680570154
1.09039;1.09039;0.00000;2023.04.04 01:02;1680570156
1.09041;1.09041;0.00000;2023.04.04 01:02;1680570158
1.09042;1.09042;0.00000;2023.04.04 01:02;1680570160
1.09043;1.09043;0.00000;2023.04.04 01:02;1680570162
1.09044;1.09044;0.00000;2023.04.04 01:02;1680570165
1.09043;1.09043;0.00000;2023.04.04 01:02;1680570169
1.09042;1.09042;0.00000;2023.04.04 01:02;1680570173
1.09041;1.09041;0.00000;2023.04.04 01:02;1680570178
1.09040;1.09040;0.00000;2023.04.04 01:03;1680570182
1.09039;1.09039;0.00000;2023.04.04 01:03;1680570187
1.09038;1.09038;0.00000;2023.04.04 01:03;1680570191
1.09037;1.09037;0.00000;2023.04.04 01:03;1680570195
1.09036;1.09036;0.00000;2023.04.04 01:03;1680570198
1.09037;1.09037;0.00000;2023.04.04 01:03;1680570200
1.09036;1.09036;0.00000;2023.04.04 01:03;1680570202
1.09037;1.09037;0.00000;2023.04.04 01:03;1680570206
1.09038;1.09038;0.00000;2023.04.04 01:03;1680570209
1.09037;1.09037;0.00000;2023.04.04 01:03;1680570211
1.09038;1.09038;0.00000;2023.04.04 01:03;1680570215
1.09039;1.09039;0.00000;2023.04.04 01:03;1680570217
1.09038;1.09038;0.00000;2023.04.04 01:03;1680570220
1.09039;1.09039;0.00000;2023.04.04 01:03;1680570224
1.09040;1.09040;0.00000;2023.04.04 01:03;1680570226
1.09039;1.09039;0.00000;2023.04.04 01:03;1680570228
1.09040;1.09040;0.00000;2023.04.04 01:03;1680570231
1.09039;1.09039;0.00000;2023.04.04 01:03;1680570233
1.09038;1.09038;0.00000;2023.04.04 01:03;1680570235
1.09037;1.09037;0.00000;2023.04.04 01:03;1680570239
1.09036;1.09036;0.00000;2023.04.04 01:04;1680570242
1.09035;1.09035;0.00000;2023.04.04 01:04;1680570244
1.09034;1.09034;0.00000;2023.04.04 01:04;1680570246
1.09033;1.09033;0.00000;2023.04.04 01:04;1680570248
1.09032;1.09032;0.00000;2023.04.04 01:04;1680570250
1.09031;1.09031;0.00000;2023.04.04 01:04;1680570253
1.09030;1.09030;0.00000;2023.04.04 01:04;1680570257
1.09029;1.09029;0.00000;2023.04.04 01:04;1680570259
1.09028;1.09028;0.00000;2023.04.04 01:04;1680570261
1.09040;1.09040;0.00000;2023.04.04 01:04;1680570262
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570300
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570305
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570310
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570315
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570320
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570325
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570330
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570335
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570340
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570345
1.09038;1.09038;0.00000;2023.04.04 01:05;1680570350
1.09037;1.09037;0.00000;2023.04.04 01:05;1680570355
1.09038;1.09038;0.00000;2023.04.04 01:06;1680570360
1.09036;1.09036;0.00000;2023.04.04 01:06;1680570365
1.09037;1.09037;0.00000;2023.04.04 01:06;1680570370
1.09036;1.09036;0.00000;2023.04.04 01:06;1680570375
1.09037;1.09037;0.00000;2023.04.04 01:06;1680570380
1.09038;1.09038;0.00000;2023.04.04 01:06;1680570385
1.09039;1.09039;0.00000;2023.04.04 01:06;1680570390
