BID;Ask;spread;datetime;timestamp
1.09046;1.09046;0.00000;2023.04.04 03:15;1680578103
1.09048;1.09048;0.00000;2023.04.04 03:15;1680578104
1.09047;1.09047;0.00000;2023.04.04 03:15;1680578106
1.09048;1.09048;0.00000;2023.04.04 03:15;1680578109
1.09049;1.09049;0.00000;2023.04.04 03:15;1680578110
1.09048;1.09048;0.00000;2023.04.04 03:15;1680578112
1.09050;1.09050;0.00000;2023.04.04 03:15;1680578113
1.09049;1.09049;0.00000;2023.04.04 03:15;1680578115
1.09051;1.09051;0.00000;2023.04.04 03:15;1680578116
1.09050;1.09050;0.00000;2023.04.04 03:15;1680578118
1.09051;1.09051;0.00000;2023.04.04 03:15;1680578121
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578122
1.09051;1.09051;0.00000;2023.04.04 03:15;1680578124
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578125
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578127
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578130
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578133
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578134
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578136
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578137
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578139
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578140
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578142
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578143
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578145
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578146
1.09054;1.09054;0.00000;2023.04.04 03:15;1680578148
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578149
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578151
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578152
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578154
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578155
1.09053;1.09053;0.00000;2023.04.04 03:15;1680578157
1.09052;1.09052;0.00000;2023.04.04 03:15;1680578158
1.09053;1.09053;0.00000;2023.04.04 03:16;1680578160
1.09052;1.09052;0.00000;2023.04.04 03:16;1680578161
1.09053;1.09053;0.00000;2023.04.04 03:16;1680578163
1.09052;1.09052;0.00000;2023.04.04 03:16;1680578166
1.09053;1.09053;0.00000;2023.04.04 03:16;1680578167
1.09052;1.09052;0.00000;2023.04.04 03:16;1680578169
1.09053;1.09053;0.00000;2023.04.04 03:16;1680578172
1.09054;1.09054;0.00000;2023.04.04 03:16;1680578173
1.09053;1.09053;0.00000;2023.04.04 03:16;1680578175
1.09054;1.09054;0.00000;2023.04.04 03:16;1680578178
1.09055;1.09055;0.00000;2023.04.04 03:16;1680578179
1.09054;1.09054;0.00000;2023.04.04 03:16;1680578181
1.09056;1.09056;0.00000;2023.04.04 03:16;1680578182
1.09055;1.09055;0.00000;2023.04.04 03:16;1680578184
1.09056;1.09056;0.00000;2023.04.04 03:16;1680578185
1.09055;1.09055;0.00000;2023.04.04 03:16;1680578187
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578188
1.09056;1.09056;0.00000;2023.04.04 03:16;1680578190
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578191
1.09056;1.09056;0.00000;2023.04.04 03:16;1680578193
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578194
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578196
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578199
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578200
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578202
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578203
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578205
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578206
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578208
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578209
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578211
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578212
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578214
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578215
1.09058;1.09058;0.00000;2023.04.04 03:16;1680578217
1.09057;1.09057;0.00000;2023.04.04 03:16;1680578218
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578220
1.09057;1.09057;0.00000;2023.04.04 03:17;1680578221
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578223
1.09057;1.09057;0.00000;2023.04.04 03:17;1680578224
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578226
1.09057;1.09057;0.00000;2023.04.04 03:17;1680578227
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578229
1.09057;1.09057;0.00000;2023.04.04 03:17;1680578232
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578233
1.09057;1.09057;0.00000;2023.04.04 03:17;1680578234
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578237
1.09059;1.09059;0.00000;2023.04.04 03:17;1680578239
1.09058;1.09058;0.00000;2023.04.04 03:17;1680578240
1.09059;1.09059;0.00000;2023.04.04 03:17;1680578243
1.09060;1.09060;0.00000;2023.04.04 03:17;1680578244
1.09059;1.09059;0.00000;2023.04.04 03:17;1680578246
1.09060;1.09060;0.00000;2023.04.04 03:17;1680578249
1.09061;1.09061;0.00000;2023.04.04 03:17;1680578250
1.09060;1.09060;0.00000;2023.04.04 03:17;1680578252
1.09061;1.09061;0.00000;2023.04.04 03:17;1680578254
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578256
1.09061;1.09061;0.00000;2023.04.04 03:17;1680578257
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578260
1.09063;1.09063;0.00000;2023.04.04 03:17;1680578262
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578263
1.09063;1.09063;0.00000;2023.04.04 03:17;1680578265
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578266
1.09063;1.09063;0.00000;2023.04.04 03:17;1680578268
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578269
1.09063;1.09063;0.00000;2023.04.04 03:17;1680578271
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578272
1.09063;1.09063;0.00000;2023.04.04 03:17;1680578274
1.09062;1.09062;0.00000;2023.04.04 03:17;1680578277
1.09061;1.09061;0.00000;2023.04.04 03:17;1680578278
1.09062;1.09062;0.00000;2023.04.04 03:18;1680578280
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578281
1.09062;1.09062;0.00000;2023.04.04 03:18;1680578283
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578284
1.09062;1.09062;0.00000;2023.04.04 03:18;1680578286
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578287
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578289
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578290
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578292
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578293
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578295
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578298
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578299
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578301
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578302
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578304
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578305
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578307
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578308
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578310
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578311
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578313
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578314
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578316
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578317
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578319
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578320
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578322
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578323
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578325
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578326
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578328
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578331
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578332
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578334
1.09060;1.09060;0.00000;2023.04.04 03:18;1680578335
1.09061;1.09061;0.00000;2023.04.04 03:18;1680578337
1.09060;1.09060;0.00000;2023.04.04 03:19;1680578340
1.09059;1.09059;0.00000;2023.04.04 03:19;1680578341
1.09060;1.09060;0.00000;2023.04.04 03:19;1680578343
1.09059;1.09059;0.00000;2023.04.04 03:19;1680578344
1.09060;1.09060;0.00000;2023.04.04 03:19;1680578346
1.09058;1.09058;0.00000;2023.04.04 03:19;1680578347
1.09059;1.09059;0.00000;2023.04.04 03:19;1680578349
1.09058;1.09058;0.00000;2023.04.04 03:19;1680578350
1.09059;1.09059;0.00000;2023.04.04 03:19;1680578352
1.09058;1.09058;0.00000;2023.04.04 03:19;1680578353
1.09059;1.09059;0.00000;2023.04.04 03:19;1680578355
1.09057;1.09057;0.00000;2023.04.04 03:19;1680578356
1.09058;1.09058;0.00000;2023.04.04 03:19;1680578358
1.09057;1.09057;0.00000;2023.04.04 03:19;1680578359
1.09058;1.09058;0.00000;2023.04.04 03:19;1680578361
1.09057;1.09057;0.00000;2023.04.04 03:19;1680578362
1.09053;1.09053;0.00000;2023.04.04 03:19;1680578363
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578400
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578401
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578402
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578403
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578405
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578406
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578407
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578408
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578410
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578411
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578412
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578413
1.09054;1.09054;0.00000;2023.04.04 03:20;1680578415
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578416
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578417
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578419
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578420
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578421
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578422
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578424
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578425
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578426
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578427
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578429
1.09055;1.09055;0.00000;2023.04.04 03:20;1680578430
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578433
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578434
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578435
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578436
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578438
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578439
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578440
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578441
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578443
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578444
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578445
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578446
1.09056;1.09056;0.00000;2023.04.04 03:20;1680578448
1.09058;1.09058;0.00000;2023.04.04 03:20;1680578449
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578450
1.09058;1.09058;0.00000;2023.04.04 03:20;1680578452
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578453
1.09058;1.09058;0.00000;2023.04.04 03:20;1680578454
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578455
1.09058;1.09058;0.00000;2023.04.04 03:20;1680578457
1.09057;1.09057;0.00000;2023.04.04 03:20;1680578458
1.09058;1.09058;0.00000;2023.04.04 03:20;1680578459
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578460
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578462
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578463
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578466
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578467
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578468
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578469
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578471
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578473
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578474
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578476
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578477
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578478
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578479
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578481
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578482
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578483
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578486
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578487
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578488
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578490
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578491
1.09053;1.09053;0.00000;2023.04.04 03:21;1680578492
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578493
1.09053;1.09053;0.00000;2023.04.04 03:21;1680578495
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578496
1.09053;1.09053;0.00000;2023.04.04 03:21;1680578499
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578500
1.09053;1.09053;0.00000;2023.04.04 03:21;1680578501
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578502
1.09054;1.09054;0.00000;2023.04.04 03:21;1680578504
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578505
1.09055;1.09055;0.00000;2023.04.04 03:21;1680578506
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578507
1.09056;1.09056;0.00000;2023.04.04 03:21;1680578509
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578510
1.09057;1.09057;0.00000;2023.04.04 03:21;1680578511
1.09059;1.09059;0.00000;2023.04.04 03:21;1680578512
1.09058;1.09058;0.00000;2023.04.04 03:21;1680578514
1.09060;1.09060;0.00000;2023.04.04 03:21;1680578515
1.09059;1.09059;0.00000;2023.04.04 03:21;1680578516
1.09061;1.09061;0.00000;2023.04.04 03:21;1680578518
1.09060;1.09060;0.00000;2023.04.04 03:21;1680578519
1.09062;1.09062;0.00000;2023.04.04 03:22;1680578520
1.09061;1.09061;0.00000;2023.04.04 03:22;1680578521
1.09063;1.09063;0.00000;2023.04.04 03:22;1680578523
1.09062;1.09062;0.00000;2023.04.04 03:22;1680578524
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578525
1.09063;1.09063;0.00000;2023.04.04 03:22;1680578526
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578528
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578529
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578532
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578533
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578534
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578535
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578537
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578538
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578539
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578540
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578542
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578543
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578544
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578545
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578547
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578548
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578549
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578551
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578552
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578553
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578554
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578556
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578557
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578558
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578559
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578561
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578562
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578565
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578566
1.09064;1.09064;0.00000;2023.04.04 03:22;1680578567
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578568
1.09065;1.09065;0.00000;2023.04.04 03:22;1680578570
1.09066;1.09066;0.00000;2023.04.04 03:22;1680578572
1.09067;1.09067;0.00000;2023.04.04 03:22;1680578575
1.09068;1.09068;0.00000;2023.04.04 03:22;1680578576
1.09067;1.09067;0.00000;2023.04.04 03:22;1680578577
1.09069;1.09069;0.00000;2023.04.04 03:22;1680578578
1.09068;1.09068;0.00000;2023.04.04 03:23;1680578580
1.09069;1.09069;0.00000;2023.04.04 03:23;1680578582
1.09070;1.09070;0.00000;2023.04.04 03:23;1680578585
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578586
1.09070;1.09070;0.00000;2023.04.04 03:23;1680578587
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578589
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578590
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578591
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578592
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578595
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578598
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578599
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578600
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578601
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578603
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578604
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578605
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578606
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578608
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578609
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578610
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578611
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578613
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578614
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578615
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578617
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578618
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578620
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578622
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578623
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578624
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578625
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578627
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578628
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578631
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578632
1.09071;1.09071;0.00000;2023.04.04 03:23;1680578633
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578634
1.09072;1.09072;0.00000;2023.04.04 03:23;1680578636
1.09074;1.09074;0.00000;2023.04.04 03:23;1680578637
1.09073;1.09073;0.00000;2023.04.04 03:23;1680578638
1.09074;1.09074;0.00000;2023.04.04 03:24;1680578641
1.09075;1.09075;0.00000;2023.04.04 03:24;1680578643
1.09076;1.09076;0.00000;2023.04.04 03:24;1680578646
1.09077;1.09077;0.00000;2023.04.04 03:24;1680578647
1.09076;1.09076;0.00000;2023.04.04 03:24;1680578648
1.09078;1.09078;0.00000;2023.04.04 03:24;1680578650
1.09077;1.09077;0.00000;2023.04.04 03:24;1680578651
1.09079;1.09079;0.00000;2023.04.04 03:24;1680578652
1.09078;1.09078;0.00000;2023.04.04 03:24;1680578653
1.09080;1.09080;0.00000;2023.04.04 03:24;1680578655
1.09079;1.09079;0.00000;2023.04.04 03:24;1680578656
1.09080;1.09080;0.00000;2023.04.04 03:24;1680578658
1.09081;1.09081;0.00000;2023.04.04 03:24;1680578661
1.09082;1.09082;0.00000;2023.04.04 03:24;1680578663
1.09081;1.09081;0.00000;2023.04.04 03:25;1680578700
1.09082;1.09082;0.00000;2023.04.04 03:25;1680578701
1.09083;1.09083;0.00000;2023.04.04 03:25;1680578702
1.09084;1.09084;0.00000;2023.04.04 03:25;1680578704
1.09085;1.09085;0.00000;2023.04.04 03:25;1680578705
1.09086;1.09086;0.00000;2023.04.04 03:25;1680578707
1.09087;1.09087;0.00000;2023.04.04 03:25;1680578708
1.09088;1.09088;0.00000;2023.04.04 03:25;1680578710
1.09089;1.09089;0.00000;2023.04.04 03:25;1680578713
1.09090;1.09090;0.00000;2023.04.04 03:25;1680578714
1.09091;1.09091;0.00000;2023.04.04 03:25;1680578716
1.09092;1.09092;0.00000;2023.04.04 03:25;1680578717
1.09093;1.09093;0.00000;2023.04.04 03:25;1680578719
1.09094;1.09094;0.00000;2023.04.04 03:25;1680578720
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578722
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578723
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578725
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578726
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578727
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578729
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578730
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578731
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578733
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578734
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578736
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578737
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578738
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578740
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578741
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578743
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578744
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578745
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578747
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578750
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578751
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578752
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578754
1.09095;1.09095;0.00000;2023.04.04 03:25;1680578755
1.09097;1.09097;0.00000;2023.04.04 03:25;1680578757
1.09096;1.09096;0.00000;2023.04.04 03:25;1680578758
1.09097;1.09097;0.00000;2023.04.04 03:26;1680578760
1.09096;1.09096;0.00000;2023.04.04 03:26;1680578761
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578763
1.09097;1.09097;0.00000;2023.04.04 03:26;1680578764
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578766
1.09097;1.09097;0.00000;2023.04.04 03:26;1680578767
1.09099;1.09099;0.00000;2023.04.04 03:26;1680578769
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578770
1.09099;1.09099;0.00000;2023.04.04 03:26;1680578772
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578773
1.09099;1.09099;0.00000;2023.04.04 03:26;1680578775
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578776
1.09099;1.09099;0.00000;2023.04.04 03:26;1680578777
1.09097;1.09097;0.00000;2023.04.04 03:26;1680578779
1.09098;1.09098;0.00000;2023.04.04 03:26;1680578780
1.09096;1.09096;0.00000;2023.04.04 03:26;1680578781
1.09097;1.09097;0.00000;2023.04.04 03:26;1680578783
1.09095;1.09095;0.00000;2023.04.04 03:26;1680578784
1.09096;1.09096;0.00000;2023.04.04 03:26;1680578786
1.09094;1.09094;0.00000;2023.04.04 03:26;1680578787
1.09095;1.09095;0.00000;2023.04.04 03:26;1680578788
1.09094;1.09094;0.00000;2023.04.04 03:26;1680578791
1.09093;1.09093;0.00000;2023.04.04 03:26;1680578794
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578797
1.09091;1.09091;0.00000;2023.04.04 03:26;1680578800
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578801
1.09091;1.09091;0.00000;2023.04.04 03:26;1680578802
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578804
1.09091;1.09091;0.00000;2023.04.04 03:26;1680578805
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578807
1.09091;1.09091;0.00000;2023.04.04 03:26;1680578808
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578810
1.09091;1.09091;0.00000;2023.04.04 03:26;1680578811
1.09093;1.09093;0.00000;2023.04.04 03:26;1680578813
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578814
1.09093;1.09093;0.00000;2023.04.04 03:26;1680578816
1.09092;1.09092;0.00000;2023.04.04 03:26;1680578817
1.09093;1.09093;0.00000;2023.04.04 03:26;1680578819
1.09092;1.09092;0.00000;2023.04.04 03:27;1680578820
1.09093;1.09093;0.00000;2023.04.04 03:27;1680578822
1.09092;1.09092;0.00000;2023.04.04 03:27;1680578823
1.09093;1.09093;0.00000;2023.04.04 03:27;1680578825
1.09092;1.09092;0.00000;2023.04.04 03:27;1680578826
1.09093;1.09093;0.00000;2023.04.04 03:27;1680578827
1.09091;1.09091;0.00000;2023.04.04 03:27;1680578829
1.09092;1.09092;0.00000;2023.04.04 03:27;1680578830
1.09090;1.09090;0.00000;2023.04.04 03:27;1680578831
1.09091;1.09091;0.00000;2023.04.04 03:27;1680578833
1.09089;1.09089;0.00000;2023.04.04 03:27;1680578834
1.09090;1.09090;0.00000;2023.04.04 03:27;1680578836
1.09088;1.09088;0.00000;2023.04.04 03:27;1680578837
1.09089;1.09089;0.00000;2023.04.04 03:27;1680578838
1.09088;1.09088;0.00000;2023.04.04 03:27;1680578841
1.09087;1.09087;0.00000;2023.04.04 03:27;1680578844
1.09086;1.09086;0.00000;2023.04.04 03:27;1680578847
1.09085;1.09085;0.00000;2023.04.04 03:27;1680578850
1.09086;1.09086;0.00000;2023.04.04 03:27;1680578851
1.09085;1.09085;0.00000;2023.04.04 03:27;1680578852
1.09086;1.09086;0.00000;2023.04.04 03:27;1680578854
1.09085;1.09085;0.00000;2023.04.04 03:27;1680578855
1.09086;1.09086;0.00000;2023.04.04 03:27;1680578857
1.09085;1.09085;0.00000;2023.04.04 03:27;1680578858
1.09086;1.09086;0.00000;2023.04.04 03:27;1680578860
1.09085;1.09085;0.00000;2023.04.04 03:27;1680578861
1.09087;1.09087;0.00000;2023.04.04 03:27;1680578863
